method,checkpoint_path,seed,alpha,test_accuracy,test_loss,nll,brier_score,ece_15_bins,adaptive_ece,mean_confidence,confidence_accuracy_gap,accuracy_drop_from_own_alpha0,accuracy_drop_from_clean_reference,relative_accuracy_drop,sample_count,elapsed_seconds,throughput_samples_per_second,peak_gpu_memory_mb
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,-0.8,0.9384,0.7104806515693665,0.7104806900024414,0.11424970626831055,0.053879547864198685,0.05375737324357033,0.9921573996543884,0.053757399654388416,0.0040999999999999925,0.0039000000000000146,0.004138809296402435,10000,14.815059500047937,674.9888517131938,375.58056640625
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,-0.6,0.9397,0.5331522102355957,0.533152163028717,0.10964037477970123,0.050881046801805496,0.050880979746580124,0.9905810356140137,0.05088103561401369,0.0028000000000000247,0.0026000000000000467,0.0027592061976016626,10000,14.773124400060624,676.9048800508959,375.58056640625
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,-0.4,0.9405,0.39357711153030395,0.39357703924179077,0.1041196659207344,0.047452330589294434,0.04731640964746475,0.9878163933753967,0.047316393375396726,0.0020000000000000018,0.0018000000000000238,0.0019102196752626805,10000,14.770451599964872,677.0273699704471,375.58056640625
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,-0.2,0.9421,0.28757470207214353,0.28757452964782715,0.0977533757686615,0.040917977690696716,0.040866345167160034,0.9829657077789307,0.040865707778930616,0.00039999999999995595,0.00019999999999997797,0.0002122466305847161,10000,14.735905900131911,678.6145397352519,375.58056640625
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,-0.1,0.9428,0.2467347743988037,0.24673473834991455,0.09460704028606415,0.03613411635160446,0.03613600507378578,0.9789339303970337,0.03613393039703372,-0.00029999999999996696,-0.0004999999999999449,-0.0005306165764617902,10000,14.86154600000009,672.8775054762095,375.58056640625
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,0.0,0.9425,0.21477753624916077,0.21477751433849335,0.09169121831655502,0.03006798028945923,0.029971323907375336,0.9724671840667725,0.029967184066772456,0.0,-0.00019999999999997797,-0.0002122466305847161,10000,14.649468699935824,682.6186126493317,375.58056640625
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,0.1,0.9412,0.19420311760902403,0.19420313835144043,0.0893481895327568,0.019972698763012886,0.020182929933071136,0.9611726403236389,0.01997264032363888,0.0012999999999999678,0.0010999999999999899,0.0011673564682160562,10000,14.727211199933663,679.0151824566109,375.58056640625
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,0.2,0.9402,0.19241927843093873,0.19241930544376373,0.0890551283955574,0.006247380748391151,0.005807343404740095,0.9387452602386475,-0.0014547397613525748,0.0022999999999999687,0.0020999999999999908,0.0022285896211397547,10000,14.725299800047651,679.1033212082813,375.58056640625
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,0.4,0.9346,0.3366669298171997,0.3366669714450836,0.12822945415973663,0.14219778776168823,0.14219775795936584,0.7924022078514099,-0.14219779214859007,0.007900000000000018,0.00770000000000004,0.008171495277512512,10000,14.821135000092909,674.7121593546859,375.58056640625
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,0.6,0.9091,0.8692078213691712,0.8692077398300171,0.3719877004623413,0.4390236735343933,0.4389984607696533,0.47010156512260437,-0.43899843487739565,0.033399999999999985,0.03320000000000001,0.03523294067706676,10000,14.751527999993414,677.8958762783398,375.58056640625
random_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\random_nat\random_nat\seed_42\best.pt,42,0.8,0.813,1.4989334421157836,1.4989333152770996,0.6550142168998718,0.5609978437423706,0.5609978437423706,0.252002090215683,-0.560997909784317,0.12950000000000006,0.12930000000000008,0.13721744667303415,10000,14.750920200021937,677.9238084404475,375.58056640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,-0.8,0.9377,0.7730090738296509,0.7730090022087097,0.11560190469026566,0.05515611171722412,0.05504543334245682,0.9927453994750977,0.05504539947509768,0.005099999999999993,0.0046000000000000485,0.0048816725034490594,10000,14.85659520002082,673.1017346414599,375.70556640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,-0.6,0.9392,0.5778937331199646,0.5778936743736267,0.11064594238996506,0.052113454788923264,0.05209141597151756,0.9912914037704468,0.05209140377044674,0.0035999999999999366,0.0030999999999999917,0.0032898227740634526,10000,14.812155899824575,675.1211685611838,375.70556640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,-0.4,0.9399,0.42424264545440676,0.42424261569976807,0.10532236099243164,0.04901469498872757,0.04901469498872757,0.9889146089553833,0.04901460895538334,0.0029000000000000137,0.0024000000000000687,0.0025469595670169465,10000,14.76539529999718,677.2592129654605,375.70556640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,-0.2,0.9418,0.3070462769508362,0.3070460557937622,0.09883151948451996,0.042786918580532074,0.04271673411130905,0.9845165610313416,0.04271656103134158,0.0010000000000000009,0.000500000000000056,0.0005306165764619081,10000,14.729982200078666,678.8874463097854,375.70556640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,-0.1,0.9427,0.26131675271987914,0.26131671667099,0.09553753584623337,0.03833550214767456,0.03833644464612007,0.9810354113578796,0.038335411357879656,9.999999999998899e-05,-0.00039999999999995595,-0.0004244932611694322,10000,14.833917600102723,674.1307501890634,375.70556640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,0.0,0.9428,0.22450077710151672,0.22450076043605804,0.09242633730173111,0.03289560228586197,0.03291352093219757,0.9756956696510315,0.03289566965103152,0.0,-0.0004999999999999449,-0.0005306165764617902,10000,14.729895199881867,678.891456069572,375.70556640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,0.1,0.9415,0.1981400921344757,0.19814009964466095,0.08965951949357986,0.025349434465169907,0.025475570932030678,0.9667949676513672,0.025294967651367184,0.0012999999999999678,0.0008000000000000229,0.0008489865223389822,10000,14.853429799899459,673.2451787039575,375.70556640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,0.2,0.9408,0.18738649783134462,0.18738651275634766,0.08822306245565414,0.010292362421751022,0.010830285027623177,0.9498098492622375,0.00900984926223758,0.0020000000000000018,0.0015000000000000568,0.0015918497293856064,10000,14.755833999952301,677.6980548867875,375.70556640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,0.4,0.9356,0.28729805312156675,0.2872980535030365,0.11294244974851608,0.10221125185489655,0.10221125185489655,0.83338862657547,-0.10221137342453002,0.007199999999999984,0.006700000000000039,0.007110262124588813,10000,14.780924099963158,676.5476862184094,375.70556640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,0.6,0.9126,0.775885142993927,0.7758851647377014,0.32610729336738586,0.39602503180503845,0.39600005745887756,0.5165999531745911,-0.3960000468254089,0.030200000000000005,0.02970000000000006,0.03151862464183387,10000,14.70107589988038,680.2223230533331,375.70556640625
sgr_nat,I:\比赛项目\存算一体高校挑战赛\ActCIM-Robust\results\sgr_nat\sgr_nat\seed_42\best.pt,42,0.8,0.8206,1.438645998764038,1.4386460781097412,0.6303590536117554,0.5513455867767334,0.5513455867767334,0.26925432682037354,-0.5513456731796265,0.12219999999999998,0.12170000000000003,0.129152074710814,10000,14.622487699845806,683.8781611767367,375.70556640625
